"","x"
"9495",8
"9496",0
"9497",2
"9498",3
"9499",9
"9500",9
"9501",8
"9502",8
"9503",1
"9504",0
"9505",1
"9506",2
"9507",7
"9508",9
"9509",1
"9510",7
"9511",7
"9512",8
"9513",6
"9514",3
"9515",8
"9516",8
"9517",4
"9518",0
"9519",7
"9520",4
"9521",4
"9522",3
"9523",3
"9524",5
"9525",9
"9526",7
"9527",2
"9528",3
"9529",2
"9530",6
"9531",8
"9532",7
"9533",0
"9534",1
"9535",6
"9536",9
"9537",2
"9538",1
"9539",2
"9540",3
"9541",6
"9542",9
"9543",5
"9544",8
"9545",7
"9546",0
"9547",3
"9548",6
"9549",9
"9550",3
"9551",3
"9552",9
"9553",1
"9554",3
"9555",7
"9556",9
"9557",7
"9558",1
"9559",5
"9560",6
"9561",8
"9562",7
"9563",3
"9564",2
"9565",0
"9566",8
"9567",2
"9568",0
"9569",3
"9570",6
"9571",0
"9572",7
"9573",2
"9574",7
"9575",3
"9576",1
"9577",3
"9578",4
"9579",5
"9580",3
"9581",1
"9582",4
"9583",4
"9584",8
"9585",5
"9586",2
"9587",0
"9588",7
"9589",2
"9590",9
"9591",8
"9592",7
"9593",1
"9594",3
"9595",9
"9596",5
"9597",5
"9598",8
"9599",3
"9600",0
"9601",8
"9602",2
"9603",2
"9604",9
"9605",1
"9606",8
"9607",1
"9608",9
"9609",8
"9610",1
"9611",2
"9612",9
"9613",7
"9614",5
"9615",8
"9616",5
"9617",4
"9618",8
"9619",4
"9620",4
"9621",8
"9622",3
"9623",3
"9624",6
"9625",0
"9626",0
"9627",8
"9628",2
"9629",2
"9630",7
"9631",8
"9632",9
"9633",9
"9634",6
"9635",0
"9636",0
"9637",5
"9638",8
"9639",2
"9640",1
"9641",5
"9642",2
"9643",9
"9644",2
"9645",9
"9646",9
"9647",2
"9648",3
"9649",0
"9650",4
"9651",0
"9652",0
"9653",8
"9654",3
"9655",8
"9656",6
"9657",3
"9658",9
"9659",0
"9660",2
"9661",1
"9662",1
"9663",4
"9664",0
"9665",8
"9666",3
"9667",8
"9668",3
"9669",0
"9670",0
"9671",8
"9672",7
"9673",5
"9674",6
"9675",1
"9676",9
"9677",1
"9678",8
"9679",0
"9680",8
"9681",6
"9682",6
"9683",6
"9684",3
"9685",5
"9686",5
"9687",6
"9688",0
"9689",5
"9690",2
"9691",8
"9692",6
"9693",1
"9694",3
"9695",2
"9696",9
"9697",8
"9698",6
"9699",8
"9700",1
"9701",1
"9702",8
"9703",2
"9704",2
"9705",8
"9706",3
"9707",3
"9708",4
"9709",0
"9710",5
"9711",1
"9712",3
"9713",1
"9714",6
"9715",1
"9716",7
"9717",9
"9718",6
"9719",2
"9720",6
"9721",4
"9722",7
"9723",9
"9724",7
"9725",5
"9726",7
"9727",7
"9728",5
"9729",3
"9730",7
"9731",6
"9732",4
"9733",9
"9734",4
"9735",8
"9736",3
"9737",8
"9738",6
"9739",4
"9740",3
"9741",4
"9742",8
"9743",2
"9744",7
"9745",3
"9746",0
"9747",3
"9748",0
"9749",6
"9750",6
"9751",3
"9752",9
"9753",9
"9754",7
"9755",3
"9756",3
"9757",4
"9758",5
"9759",5
"9760",2
"9761",1
"9762",7
"9763",2
"9764",8
"9765",4
"9766",1
"9767",7
"9768",9
"9769",9
"9770",0
"9771",3
"9772",0
"9773",3
"9774",3
"9775",7
"9776",9
"9777",3
"9778",8
"9779",3
"9780",9
"9781",0
"9782",5
"9783",1
"9784",0
"9785",4
"9786",8
"9787",4
"9788",0
"9789",4
"9790",9
"9791",6
"9792",6
"9793",6
"9794",9
"9795",8
"9796",5
"9797",6
"9798",9
"9799",6
"9800",5
"9801",4
"9802",9
"9803",4
"9804",8
"9805",1
"9806",1
"9807",4
"9808",5
"9809",1
"9810",6
"9811",6
"9812",7
"9813",6
"9814",3
"9815",6
"9816",6
"9817",4
"9818",5
"9819",8
"9820",5
"9821",6
"9822",5
"9823",7
"9824",4
"9825",5
"9826",7
"9827",7
"9828",3
"9829",9
"9830",0
"9831",2
"9832",1
"9833",3
"9834",8
"9835",7
"9836",4
"9837",5
"9838",9
"9839",2
"9840",0
"9841",4
"9842",4
"9843",2
"9844",3
"9845",3
"9846",3
"9847",3
"9848",8
"9849",9
"9850",1
"9851",5
"9852",2
"9853",1
"9854",5
"9855",7
"9856",3
"9857",4
"9858",8
"9859",8
"9860",7
"9861",6
"9862",7
"9863",5
"9864",2
"9865",2
"9866",3
"9867",8
"9868",7
"9869",6
"9870",7
"9871",6
"9872",7
"9873",9
"9874",7
"9875",8
"9876",4
"9877",5
"9878",8
"9879",1
"9880",2
"9881",9
"9882",4
"9883",1
"9884",3
"9885",6
"9886",1
"9887",3
"9888",8
"9889",1
"9890",7
"9891",6
"9892",3
"9893",3
"9894",6
"9895",3
"9896",0
"9897",6
"9898",4
"9899",4
"9900",3
"9901",7
"9902",4
"9903",4
"9904",9
"9905",6
"9906",1
"9907",5
"9908",7
"9909",6
"9910",1
"9911",4
"9912",7
"9913",9
"9914",9
"9915",5
"9916",9
"9917",9
"9918",1
"9919",8
"9920",2
"9921",2
"9922",9
"9923",6
"9924",1
"9925",7
"9926",5
"9927",1
"9928",2
"9929",6
"9930",5
"9931",6
"9932",5
"9933",5
"9934",8
"9935",8
"9936",5
"9937",5
"9938",4
"9939",2
"9940",7
"9941",1
"9942",7
"9943",4
"9944",9
"9945",0
"9946",7
"9947",2
"9948",8
"9949",7
"9950",3
"9951",5
"9952",2
"9953",3
"9954",9
"9955",5
"9956",1
"9957",8
"9958",6
"9959",6
"9960",2
"9961",1
"9962",9
"9963",3
"9964",2
"9965",7
"9966",8
"9967",7
"9968",0
"9969",0
"9970",5
"9971",4
"9972",2
"9973",8
"9974",6
"9975",0
"9976",8
"9977",2
"9978",1
"9979",0
"9980",4
"9981",2
"9982",1
"9983",3
"9984",1
"9985",7
"9986",7
"9987",6
"9988",5
"9989",6
"9990",2
"9991",7
"9992",3
"9993",4
"9994",6
"9995",1
"9996",5
"9997",0
"9998",4
"9999",7
